Customer ID,Age,Gender,Employment (Years),Accidents (Last 5 Years),Vehicle Age (Years),Vehicle Type,ICE or EV,Annual Mileage,Location,New factor,New factor.1,New factor.2,New factor.3,claim-cost,claim-date,policy-age
250,37,Male,14,0,7,Sedan,EV,12441,Urban,,,,,535848,2019-04-06,6
251,48,Male,31,0,10,Sedan,ICE,16708,Suburban,,,,,143511,2021-07-03,8
252,59,Male,39,1,10,Sedan,EV,24183,Rural,,,,,693264,2023-08-25,9
253,36,Male,16,1,13,Sports Car,ICE,7908,Suburban,,,,,956319,2016-07-18,12
254,52,Female,32,3,13,Sports Car,EV,17212,Urban,,,,,150277,2018-06-06,3
255,43,Female,25,0,13,Sedan,ICE,7527,Rural,,,,,309536,2021-06-28,2
256,61,Female,45,0,5,Sports Car,ICE,21488,Suburban,,,,,542669,2018-05-02,5
257,67,Male,49,2,12,SUV,ICE,20980,Rural,,,,,70889,2023-11-14,8
258,31,Male,7,0,7,Sedan,ICE,6427,Urban,,,,,133302,2015-01-16,10
259,34,Female,17,0,10,Sedan,EV,24852,Rural,,,,,317242,2023-11-22,3
260,65,Female,49,0,14,SUV,ICE,15603,Urban,,,,,781803,2019-10-23,12
261,42,Female,19,1,7,SUV,ICE,5561,Suburban,,,,,252882,2020-05-28,12
262,61,Male,45,1,2,Sedan,ICE,12311,Rural,,,,,882146,2015-02-13,7
263,60,Male,41,0,3,Sedan,EV,19883,Urban,,,,,954376,2019-02-04,4
264,49,Female,33,0,7,Sedan,ICE,22833,Suburban,,,,,536217,2020-08-25,11
265,70,Female,54,0,6,Sports Car,EV,19101,Rural,,,,,930905,2020-02-07,10
266,50,Male,29,0,2,Sedan,ICE,13991,Suburban,,,,,772790,2022-12-16,3
267,67,Male,43,1,12,SUV,ICE,21024,Rural,,,,,66323,2019-09-07,6
268,25,Female,9,0,3,Sedan,ICE,16880,Suburban,,,,,738716,2016-11-09,8
269,65,Female,48,0,10,SUV,ICE,6676,Urban,,,,,410257,2020-07-09,4
270,24,Female,4,0,3,SUV,EV,7601,Urban,,,,,921387,2020-12-24,4
271,70,Female,50,1,6,Sedan,EV,10224,Urban,,,,,612069,2016-12-09,2
272,53,Female,37,0,9,Sports Car,EV,9500,Suburban,,,,,226492,2016-06-29,7
273,25,Female,9,0,3,SUV,EV,7399,Suburban,,,,,683761,2021-04-23,3
274,32,Male,9,0,4,SUV,EV,11736,Rural,,,,,758896,2020-12-22,11
275,18,Female,1,0,13,Sports Car,EV,12177,Suburban,,,,,288239,2021-12-27,6
276,47,Female,25,0,2,Sedan,EV,5411,Urban,,,,,292385,2016-03-25,9
277,59,Male,40,0,2,Sports Car,ICE,7748,Rural,,,,,938758,2020-08-22,6
278,21,Female,1,0,3,SUV,EV,6905,Rural,,,,,377211,2022-02-10,2
279,62,Female,39,0,4,Sedan,ICE,19938,Rural,,,,,28029,2015-09-24,10
280,56,Male,36,0,1,Sedan,ICE,8100,Rural,,,,,604278,2017-11-23,5
281,34,Female,9,0,13,Sports Car,EV,13314,Rural,,,,,328496,2020-11-14,7
282,46,Male,22,0,8,Sports Car,EV,6526,Suburban,,,,,370755,2019-10-27,11
283,57,Female,32,1,10,Sedan,ICE,19055,Rural,,,,,312600,2016-04-26,2
284,18,Male,1,0,8,SUV,EV,7518,Urban,,,,,97963,2021-12-31,1
285,30,Female,5,2,10,Sports Car,ICE,17500,Suburban,,,,,189681,2021-05-01,9
286,43,Female,27,0,12,Sports Car,EV,17213,Rural,,,,,325458,2018-01-01,3
287,40,Female,20,0,13,SUV,EV,7492,Suburban,,,,,301865,2020-10-18,3
288,27,Male,8,2,4,Sedan,EV,20449,Rural,,,,,546261,2018-04-30,9
289,49,Female,31,0,9,Sedan,EV,12488,Urban,,,,,905571,2016-03-20,10
290,52,Female,34,0,8,Sports Car,EV,17856,Urban,,,,,478296,2017-01-29,6
291,58,Male,36,0,13,Sedan,ICE,12296,Suburban,,,,,14631,2015-01-30,9
292,52,Male,28,2,1,Sedan,ICE,17418,Suburban,,,,,585949,2018-10-13,10
293,24,Male,1,0,6,SUV,ICE,6944,Suburban,,,,,189628,2022-03-01,11
294,32,Female,8,0,2,SUV,EV,23595,Suburban,,,,,756293,2018-05-17,10
295,19,Male,1,1,13,SUV,EV,9903,Suburban,,,,,347196,2020-01-03,7
296,27,Female,7,1,1,Sports Car,ICE,19474,Rural,,,,,859349,2021-11-09,6
297,20,Male,1,0,6,Sedan,ICE,10243,Suburban,,,,,856929,2023-07-06,1
298,19,Male,1,0,3,SUV,ICE,9961,Urban,,,,,546994,2023-01-31,10
299,21,Female,3,0,6,Sports Car,EV,12758,Suburban,,,,,366193,2019-05-04,9
300,20,Male,1,1,13,Sports Car,EV,12865,Rural,,,,,122873,2016-12-28,5
301,66,Male,42,0,1,Sedan,ICE,10454,Suburban,,,,,733180,2022-03-13,12
302,39,Male,19,0,4,Sedan,ICE,11067,Suburban,,,,,47336,2021-01-30,8
303,22,Male,1,1,14,Sports Car,ICE,16572,Rural,,,,,949720,2022-06-11,1
304,48,Female,30,0,7,Sedan,EV,21317,Rural,,,,,400704,2022-04-07,12
305,38,Male,15,0,11,SUV,EV,17808,Rural,,,,,71671,2017-05-09,10
306,18,Female,1,1,11,SUV,ICE,17638,Rural,,,,,345524,2018-10-09,2
307,38,Female,21,0,11,SUV,EV,24698,Rural,,,,,813847,2019-01-05,4
308,29,Male,9,0,6,Sports Car,EV,9593,Rural,,,,,294369,2022-04-15,4
309,60,Male,35,0,7,Sedan,ICE,18634,Suburban,,,,,139097,2015-11-10,1
310,20,Male,1,0,7,Sedan,ICE,21830,Rural,,,,,656724,2016-06-27,2
311,24,Female,1,0,2,Sports Car,EV,9243,Suburban,,,,,470904,2016-10-08,2
312,31,Male,9,1,1,Sports Car,ICE,21451,Urban,,,,,21460,2022-07-19,5
313,62,Male,46,3,15,SUV,ICE,14994,Suburban,,,,,291808,2022-09-22,2
314,39,Female,18,0,4,Sports Car,ICE,6860,Urban,,,,,214848,2022-09-12,5
315,55,Male,37,0,9,SUV,EV,14339,Rural,,,,,802038,2021-04-29,9
316,33,Female,15,0,4,Sports Car,EV,22560,Rural,,,,,77379,2020-12-28,5
317,23,Female,1,1,9,SUV,EV,23750,Rural,,,,,380045,2022-12-11,4
318,22,Female,2,0,15,Sedan,ICE,23885,Suburban,,,,,578311,2017-10-17,2
319,53,Male,34,0,3,Sports Car,EV,5345,Urban,,,,,805853,2016-12-09,8
320,25,Female,4,0,12,Sedan,ICE,16135,Suburban,,,,,932997,2015-12-31,1
321,31,Female,14,0,6,Sports Car,EV,17556,Suburban,,,,,134740,2017-07-13,11
322,52,Female,29,0,15,Sedan,EV,6653,Urban,,,,,534351,2022-08-11,11
323,32,Male,12,0,15,Sports Car,EV,8520,Suburban,,,,,847294,2021-05-24,11
324,50,Female,32,0,13,SUV,ICE,5484,Urban,,,,,260711,2022-02-05,9
325,40,Female,19,0,12,SUV,EV,24672,Urban,,,,,277508,2019-09-18,1
326,55,Male,38,3,14,Sedan,ICE,10254,Urban,,,,,585442,2015-05-26,10
327,65,Female,45,1,7,Sports Car,ICE,6036,Urban,,,,,449700,2017-04-14,4
328,48,Male,26,0,8,Sedan,ICE,11733,Suburban,,,,,734066,2018-08-27,3
329,27,Male,5,2,5,Sports Car,ICE,7961,Urban,,,,,568219,2019-05-17,10
330,68,Male,50,0,3,Sedan,ICE,13457,Urban,,,,,229127,2015-07-19,9
331,58,Female,36,0,10,SUV,EV,18375,Rural,,,,,772273,2015-12-26,10
332,28,Female,9,1,5,Sports Car,EV,17814,Suburban,,,,,777379,2016-02-14,9
333,65,Male,41,0,10,Sports Car,ICE,14165,Suburban,,,,,974445,2019-06-30,1
334,24,Female,1,2,15,Sports Car,ICE,17315,Urban,,,,,585724,2020-01-17,6
335,58,Male,36,0,15,Sedan,ICE,6276,Suburban,,,,,24304,2019-05-02,2
336,70,Male,48,1,11,SUV,ICE,18572,Suburban,,,,,313469,2020-12-07,12
337,48,Female,29,0,2,Sports Car,EV,11085,Suburban,,,,,506199,2022-07-28,1
338,52,Female,33,0,13,Sedan,ICE,10805,Urban,,,,,834209,2022-05-31,11
339,63,Male,39,0,13,SUV,ICE,21232,Suburban,,,,,156915,2020-01-30,2
340,43,Male,25,1,1,SUV,EV,13653,Rural,,,,,257193,2023-02-14,7
341,22,Female,2,0,14,Sports Car,ICE,21131,Suburban,,,,,837350,2020-07-10,10
342,34,Male,14,0,6,SUV,EV,13835,Rural,,,,,888668,2020-11-10,2
343,27,Male,6,0,14,SUV,EV,6855,Rural,,,,,499520,2015-10-11,7
344,29,Male,5,0,14,Sedan,ICE,16125,Rural,,,,,538997,2021-03-03,8
345,30,Female,14,1,4,Sports Car,ICE,13947,Suburban,,,,,962391,2022-12-23,11
346,44,Female,23,0,4,Sedan,ICE,19091,Urban,,,,,464819,2023-10-08,9
347,43,Male,24,0,0,Sedan,EV,13211,Suburban,,,,,603641,2016-06-02,6
348,39,Male,20,0,11,Sedan,EV,19055,Rural,,,,,311480,2015-02-20,10
349,35,Female,18,0,7,SUV,EV,12703,Suburban,,,,,367357,2018-07-10,9
350,45,Male,26,1,4,Sedan,ICE,7737,Suburban,,,,,262604,2017-08-28,7
351,54,Female,34,0,3,Sports Car,ICE,7532,Urban,,,,,868589,2019-08-31,9
352,48,Male,30,0,2,Sports Car,EV,24782,Urban,,,,,953166,2016-01-31,4
353,23,Male,1,0,6,Sedan,ICE,7969,Suburban,,,,,243576,2016-04-14,2
354,63,Male,40,0,1,SUV,EV,13389,Rural,,,,,658148,2018-09-07,5
355,65,Male,49,0,10,Sedan,EV,19096,Suburban,,,,,441732,2020-12-07,10
356,43,Male,26,0,0,SUV,ICE,18139,Urban,,,,,257319,2022-12-22,6
357,41,Female,22,2,7,SUV,ICE,20988,Rural,,,,,936444,2020-12-19,9
358,36,Female,14,0,0,SUV,ICE,21435,Suburban,,,,,620447,2020-08-25,6
359,25,Female,7,2,1,SUV,EV,21878,Suburban,,,,,930130,2020-02-28,6
360,36,Male,18,0,0,Sports Car,EV,15083,Urban,,,,,484973,2017-09-28,9
361,70,Male,47,1,2,SUV,ICE,5159,Rural,,,,,717616,2018-11-13,3
362,18,Female,2,1,8,SUV,ICE,5316,Suburban,,,,,443493,2023-05-29,4
363,40,Male,19,2,0,Sports Car,EV,12469,Suburban,,,,,427021,2023-03-27,5
364,63,Male,43,0,11,Sports Car,ICE,16653,Urban,,,,,117490,2016-10-11,5
365,58,Male,41,0,3,SUV,ICE,22525,Suburban,,,,,993699,2018-09-15,4
366,32,Male,9,0,5,SUV,EV,7902,Urban,,,,,718725,2018-03-16,5
367,67,Male,46,0,6,Sedan,EV,5258,Suburban,,,,,48488,2022-09-30,4
368,58,Male,40,2,14,Sports Car,EV,6631,Urban,,,,,262866,2021-12-07,9
369,62,Male,42,1,10,Sedan,ICE,17788,Suburban,,,,,985446,2021-10-20,4
370,34,Female,9,0,11,Sports Car,EV,7805,Suburban,,,,,692103,2021-09-26,12
371,47,Male,30,0,5,Sports Car,EV,21992,Suburban,,,,,18420,2023-07-20,6
372,41,Male,20,0,7,Sports Car,EV,8485,Suburban,,,,,249964,2023-06-26,12
373,31,Male,7,0,11,Sedan,ICE,18081,Suburban,,,,,149805,2016-06-27,3
374,54,Male,32,0,5,SUV,ICE,14614,Urban,,,,,555669,2018-10-14,3
375,57,Female,38,0,12,Sports Car,EV,24219,Suburban,,,,,960903,2017-07-02,6
376,50,Female,33,0,3,Sports Car,EV,7082,Rural,,,,,577252,2020-01-31,7
377,19,Female,1,0,12,Sedan,EV,5954,Suburban,,,,,454004,2016-10-22,1
378,52,Female,34,1,2,Sedan,EV,20321,Urban,,,,,143920,2017-05-19,7
379,51,Female,30,0,5,Sports Car,EV,23875,Urban,,,,,824537,2021-09-10,7
380,47,Male,25,0,5,SUV,EV,10365,Suburban,,,,,611682,2021-10-23,4
381,26,Male,7,0,7,Sports Car,ICE,12901,Rural,,,,,284196,2017-04-30,10
382,56,Male,36,1,2,Sedan,ICE,9628,Rural,,,,,463939,2015-07-16,11
383,30,Female,6,0,1,SUV,ICE,16703,Urban,,,,,800047,2022-12-27,6
384,27,Female,11,0,5,SUV,ICE,20161,Rural,,,,,256296,2018-02-16,5
385,70,Male,53,0,6,Sports Car,ICE,13320,Rural,,,,,484451,2017-02-23,12
386,52,Female,29,1,8,SUV,EV,11054,Rural,,,,,171028,2016-09-03,4
387,58,Male,36,0,7,Sedan,EV,7718,Urban,,,,,341039,2018-01-14,7
388,63,Female,43,0,4,Sedan,ICE,19006,Rural,,,,,931965,2022-05-02,6
389,38,Female,20,0,14,Sports Car,EV,13913,Rural,,,,,793699,2017-05-20,12
390,61,Male,38,0,4,SUV,ICE,20900,Rural,,,,,579160,2019-03-31,12
391,68,Female,45,0,0,Sedan,EV,18374,Rural,,,,,746720,2021-07-30,6
392,56,Female,39,0,9,SUV,EV,19101,Urban,,,,,682618,2015-04-25,12
393,51,Female,33,1,5,Sports Car,ICE,16690,Suburban,,,,,783717,2017-08-17,4
394,22,Male,1,0,8,SUV,ICE,18964,Urban,,,,,200165,2017-05-16,1
395,37,Male,21,1,13,Sports Car,ICE,23379,Urban,,,,,639229,2022-02-14,12
396,21,Female,5,0,14,Sedan,ICE,11556,Rural,,,,,685630,2016-12-07,3
397,24,Female,6,0,11,Sedan,ICE,11137,Urban,,,,,820291,2021-10-14,6
398,70,Female,45,0,15,Sports Car,EV,24220,Rural,,,,,635457,2021-03-16,12
399,45,Male,28,1,4,Sedan,EV,8417,Urban,,,,,765749,2019-12-08,8
400,52,Male,30,0,0,Sedan,ICE,18865,Suburban,,,,,1189,2016-10-21,9
401,44,Female,22,0,1,Sports Car,EV,9671,Rural,,,,,36051,2022-01-19,2
402,53,Female,34,0,11,Sedan,ICE,11386,Rural,,,,,417670,2020-10-30,2
403,68,Male,51,0,4,Sports Car,EV,20877,Rural,,,,,940149,2023-10-03,5
404,53,Female,34,0,15,Sedan,ICE,6111,Suburban,,,,,478496,2019-07-20,6
405,24,Female,6,2,12,Sedan,EV,19126,Urban,,,,,936069,2017-05-29,10
406,56,Male,32,1,9,SUV,ICE,15838,Rural,,,,,3491,2022-05-06,10
407,36,Female,16,1,6,Sedan,EV,12539,Urban,,,,,303033,2021-08-02,6
408,32,Male,13,0,8,Sports Car,EV,23163,Suburban,,,,,44760,2023-12-18,3
409,52,Male,32,2,1,Sports Car,ICE,14679,Rural,,,,,829047,2020-11-08,7
410,37,Female,18,0,9,Sedan,ICE,18613,Rural,,,,,57836,2015-02-28,3
411,25,Male,3,1,8,Sedan,EV,7596,Suburban,,,,,545703,2023-10-16,10
412,52,Female,27,0,11,Sedan,ICE,11378,Suburban,,,,,419206,2018-02-17,1
413,31,Male,14,1,1,SUV,EV,21858,Suburban,,,,,640669,2022-05-08,2
414,48,Female,23,0,9,Sedan,EV,16433,Urban,,,,,94449,2019-09-24,9
415,25,Female,1,0,1,Sports Car,EV,16447,Rural,,,,,711222,2021-10-22,11
416,30,Male,7,0,9,SUV,ICE,15558,Urban,,,,,87637,2018-09-20,12
417,39,Male,18,0,6,SUV,ICE,18969,Urban,,,,,867947,2022-02-02,7
418,56,Male,40,2,3,Sedan,ICE,7963,Urban,,,,,544448,2017-09-05,6
419,47,Female,26,0,13,Sports Car,EV,20838,Urban,,,,,986143,2020-08-01,8
420,69,Male,46,0,7,Sports Car,EV,14829,Suburban,,,,,858439,2022-02-23,8
421,20,Female,2,0,15,Sports Car,EV,18327,Urban,,,,,85877,2020-10-29,4
422,61,Female,44,0,11,Sports Car,EV,12992,Rural,,,,,390621,2019-06-13,12
423,52,Male,28,1,12,SUV,EV,23180,Urban,,,,,76099,2019-01-15,2
424,58,Male,34,0,6,Sedan,ICE,8639,Urban,,,,,101329,2019-12-22,2
425,40,Male,21,0,10,Sedan,ICE,10252,Urban,,,,,805531,2023-08-14,11
426,19,Female,2,1,3,Sports Car,EV,8503,Urban,,,,,116884,2017-04-20,10
427,38,Male,17,0,11,Sedan,ICE,8771,Rural,,,,,230285,2023-02-20,9
428,56,Male,40,2,10,Sedan,EV,18183,Suburban,,,,,253091,2017-05-19,8
429,63,Male,47,0,10,SUV,EV,6907,Suburban,,,,,691311,2019-02-10,2
430,56,Male,38,1,4,Sedan,EV,15338,Urban,,,,,947737,2020-06-06,9
431,63,Female,41,1,5,Sports Car,EV,23710,Suburban,,,,,371897,2019-10-29,5
432,26,Female,2,0,6,SUV,EV,22696,Suburban,,,,,7256,2022-12-27,3
433,58,Male,38,0,8,SUV,ICE,17529,Rural,,,,,639552,2020-03-21,1
434,54,Male,31,0,14,Sedan,EV,21510,Urban,,,,,827530,2022-04-22,10
435,61,Male,42,0,11,SUV,EV,15300,Rural,,,,,255109,2017-01-24,5
436,29,Female,11,1,5,Sedan,ICE,16058,Urban,,,,,619342,2021-01-11,9
437,55,Female,32,0,9,Sedan,ICE,20688,Urban,,,,,145715,2019-03-16,9
438,24,Male,1,2,12,Sports Car,EV,5159,Rural,,,,,820840,2021-01-29,1
439,44,Male,19,1,7,Sedan,EV,17912,Urban,,,,,753299,2016-12-17,7
440,20,Female,1,0,11,Sedan,EV,20570,Suburban,,,,,660066,2015-04-21,4
441,50,Female,30,1,11,Sedan,EV,23586,Suburban,,,,,124917,2019-11-06,2
442,28,Male,10,1,15,Sedan,EV,14692,Urban,,,,,660534,2020-10-31,10
443,23,Female,3,0,10,Sports Car,ICE,7067,Rural,,,,,549683,2016-05-23,12
444,35,Male,14,0,10,Sports Car,EV,17402,Suburban,,,,,533159,2022-07-16,1
445,38,Male,20,1,2,Sedan,EV,22398,Urban,,,,,789215,2019-10-13,4
446,47,Male,27,0,5,Sports Car,EV,21788,Rural,,,,,716367,2016-01-12,12
447,47,Male,31,0,1,SUV,EV,23973,Urban,,,,,40951,2019-08-20,12
448,49,Male,27,0,6,Sedan,EV,21501,Rural,,,,,255481,2017-09-12,8
449,60,Male,41,1,8,Sedan,EV,16018,Suburban,,,,,784864,2016-09-17,3
450,41,Female,20,0,0,Sedan,ICE,23658,Suburban,,,,,80441,2021-03-10,5
451,64,Male,45,0,6,SUV,ICE,17153,Suburban,,,,,367122,2021-05-25,2
452,26,Female,7,0,4,Sports Car,ICE,14050,Suburban,,,,,32695,2018-10-30,7
453,41,Male,23,1,5,Sedan,EV,19817,Rural,,,,,551699,2022-01-20,7
454,57,Female,40,0,2,Sedan,EV,20860,Urban,,,,,419196,2017-12-24,8
455,23,Female,1,0,3,SUV,ICE,23038,Rural,,,,,909945,2020-09-26,10
456,53,Female,29,1,15,SUV,EV,20500,Urban,,,,,519773,2017-08-25,8
457,52,Male,31,1,13,Sports Car,EV,18430,Urban,,,,,990752,2019-11-20,10
458,33,Female,9,0,4,SUV,EV,11316,Suburban,,,,,289349,2022-06-28,4
459,66,Female,41,0,10,Sports Car,EV,11951,Suburban,,,,,313637,2023-07-29,8
460,52,Male,31,2,5,SUV,EV,13023,Suburban,,,,,393181,2015-01-02,7
461,41,Female,21,0,13,SUV,ICE,22879,Urban,,,,,150072,2015-07-31,1
462,51,Female,30,0,3,Sedan,EV,16328,Suburban,,,,,14922,2017-10-10,3
463,25,Male,1,0,4,Sedan,ICE,20057,Suburban,,,,,41871,2023-12-25,3
464,33,Male,9,0,8,Sedan,EV,7004,Suburban,,,,,294475,2023-07-29,7
465,48,Female,23,0,4,SUV,EV,6149,Urban,,,,,668671,2023-06-02,11
466,61,Female,45,1,10,SUV,EV,24408,Rural,,,,,794100,2022-11-06,5
467,55,Female,30,0,5,Sedan,EV,18465,Rural,,,,,276388,2015-12-12,1
468,20,Female,1,0,1,Sedan,EV,10768,Urban,,,,,234700,2015-12-26,2
469,49,Male,26,0,10,SUV,ICE,15701,Suburban,,,,,916880,2022-03-29,9
470,65,Male,45,3,0,SUV,ICE,10468,Rural,,,,,741731,2023-06-08,6
471,38,Male,20,0,13,Sports Car,ICE,9616,Rural,,,,,469390,2023-12-10,5
472,70,Female,48,0,4,SUV,EV,6805,Rural,,,,,256545,2021-11-30,10
473,56,Male,39,0,1,Sports Car,ICE,7252,Rural,,,,,184933,2019-07-04,11
474,63,Female,45,1,6,SUV,EV,15766,Urban,,,,,43371,2016-02-11,6
475,24,Male,2,0,7,Sports Car,ICE,6342,Urban,,,,,563829,2023-01-20,4
476,54,Male,30,0,13,SUV,ICE,21346,Urban,,,,,692083,2023-01-17,6
477,63,Female,38,0,6,Sports Car,EV,17287,Suburban,,,,,625392,2018-08-02,3
478,66,Male,45,0,13,SUV,EV,21884,Rural,,,,,233737,2015-08-30,10
479,34,Male,9,0,11,Sedan,ICE,5799,Rural,,,,,62813,2021-07-11,1
480,25,Female,4,2,0,Sports Car,ICE,24607,Urban,,,,,897659,2023-11-17,6
481,31,Male,13,1,6,Sports Car,ICE,14301,Suburban,,,,,305957,2021-06-17,7
482,33,Female,11,0,11,SUV,EV,11985,Rural,,,,,752610,2016-04-14,12
483,20,Female,1,0,10,Sedan,ICE,8393,Rural,,,,,712569,2019-04-05,7
484,62,Male,40,0,4,SUV,EV,10394,Suburban,,,,,495904,2017-02-15,8
485,62,Male,46,0,5,Sedan,ICE,20732,Urban,,,,,731911,2015-12-17,12
486,44,Female,23,0,7,Sports Car,EV,24243,Urban,,,,,848596,2023-07-11,1
487,59,Male,36,0,9,Sports Car,EV,9119,Suburban,,,,,904872,2017-07-26,7
488,36,Male,20,0,14,Sedan,EV,13015,Rural,,,,,445749,2022-08-05,4
489,21,Male,1,0,11,SUV,EV,19040,Suburban,,,,,853618,2015-12-07,5
490,32,Male,11,0,9,SUV,ICE,18233,Suburban,,,,,398416,2018-04-09,8
491,27,Female,7,1,12,SUV,ICE,10091,Suburban,,,,,804511,2023-04-18,5
492,52,Female,36,0,4,Sports Car,ICE,23171,Rural,,,,,699062,2017-09-29,1
493,48,Male,28,0,13,SUV,ICE,15059,Rural,,,,,392418,2015-03-10,9
494,28,Male,7,0,9,SUV,ICE,11242,Suburban,,,,,284775,2021-07-04,8
495,59,Female,37,0,10,Sports Car,ICE,22622,Suburban,,,,,400419,2019-06-28,11
496,42,Male,23,0,4,Sedan,EV,12740,Suburban,,,,,603147,2019-05-28,10
497,30,Female,5,2,14,Sports Car,EV,5073,Suburban,,,,,604700,2015-08-25,4
498,42,Female,22,0,4,SUV,EV,22589,Urban,,,,,442207,2019-10-23,5
499,46,Female,24,1,10,Sports Car,ICE,12437,Suburban,,,,,739903,2017-07-14,10
500,66,Male,44,2,8,Sports Car,EV,21069,Urban,,,,,407864,2022-08-22,5
